Date,Stock_Code,Price,Sector
2023-11-18,001,252.15,Energy
2023-11-19,001,252.42,Energy
2023-11-20,001,253.4,Energy
2023-11-21,001,254.29,Energy
2023-11-22,001,253.51,Energy
2023-11-23,001,255.34,Energy
2023-11-24,001,253.91,Energy
2023-11-25,001,251.99,Energy
2023-11-26,001,253.14,Energy
2023-11-27,001,252.99,Energy
2023-11-28,001,253.66,Energy
2023-11-29,001,252.97,Energy
2023-11-30,001,251.72,Energy
2023-12-01,001,250.7,Energy
2023-12-02,001,253.18,Energy
2023-12-03,001,252.89,Energy
2023-12-04,001,250.64,Energy
2023-12-05,001,252.59,Energy
2023-12-06,001,252.46,Energy
2023-12-07,001,252.44,Energy
2023-12-08,001,250.4,Energy
2023-12-09,001,250.24,Energy
2023-12-10,001,247.48,Energy
2023-12-11,001,248.07,Energy
2023-12-12,001,246.8,Energy
2023-12-13,001,246.2,Energy
2023-12-14,001,247.91,Energy
2023-12-15,001,246.49,Energy
2023-12-16,001,244.96,Energy
2023-12-17,001,244.43,Energy
2023-12-18,001,245.45,Energy
2023-12-19,001,245.79,Energy
2023-12-20,001,244.99,Energy
2023-12-21,001,244.28,Energy
2023-12-22,001,245.26,Energy
2023-12-23,001,247.47,Energy
2023-12-24,001,248.34,Energy
2023-12-25,001,247.26,Energy
2023-12-26,001,248.44,Energy
2023-12-27,001,249.94,Energy
2023-12-28,001,250.76,Energy
2023-12-29,001,251.07,Energy
2023-12-30,001,250.93,Energy
2023-12-31,001,251.72,Energy
2024-01-01,001,251.37,Energy
2024-01-02,001,249.59,Energy
2024-01-03,001,249.35,Energy
2024-01-04,001,247.59,Energy
2024-01-05,001,247.3,Energy
2024-01-06,001,247.44,Energy
2024-01-07,001,248.37,Energy
2024-01-08,001,245.43,Energy
2024-01-09,001,248.41,Energy
2024-01-10,001,250.28,Energy
2024-01-11,001,252.93,Energy
2024-01-12,001,252.67,Energy
2024-01-13,001,251.72,Energy
2024-01-14,001,254.12,Energy
2024-01-15,001,252.32,Energy
2024-01-16,001,252.75,Energy
2024-01-17,001,252.31,Energy
2024-01-18,001,252.34,Energy
2024-01-19,001,254.25,Energy
2024-01-20,001,256.83,Energy
2024-01-21,001,254.66,Energy
2024-01-22,001,256.79,Energy
2024-01-23,001,256.64,Energy
2024-01-24,001,256.58,Energy
2024-01-25,001,257.73,Energy
2024-01-26,001,257.04,Energy
2024-01-27,001,256.25,Energy
2024-01-28,001,257.27,Energy
2024-01-29,001,257.35,Energy
2024-01-30,001,258.95,Energy
2024-01-31,001,259.04,Energy
2024-02-01,001,260.55,Energy
2024-02-02,001,262.16,Energy
2024-02-03,001,262.29,Energy
2024-02-04,001,260.76,Energy
2024-02-05,001,263.17,Energy
2024-02-06,001,262.84,Energy
2024-02-07,001,262.68,Energy
2024-02-08,001,263.43,Energy
2024-02-09,001,264.58,Energy
2024-02-10,001,263.59,Energy
2024-02-11,001,265.06,Energy
2024-02-12,001,265.76,Energy
2024-02-13,001,267.19,Energy
2024-02-14,001,266.42,Energy
2024-02-15,001,264.3,Energy
2024-02-16,001,269.69,Energy
2024-02-17,001,271.14,Energy
2024-02-18,001,273.51,Energy
2024-02-19,001,273.0,Energy
2024-02-20,001,274.55,Energy
2024-02-21,001,275.86,Energy
2024-02-22,001,274.12,Energy
2024-02-23,001,275.42,Energy
2024-02-24,001,273.92,Energy
2024-02-25,001,275.89,Energy
2024-02-26,001,279.26,Energy
2024-02-27,001,278.54,Energy
2024-02-28,001,280.6,Energy
2024-02-29,001,282.2,Energy
2024-03-01,001,283.93,Energy
2024-03-02,001,284.53,Energy
2024-03-03,001,284.73,Energy
2024-03-04,001,283.97,Energy
2024-03-05,001,283.55,Energy
2024-03-06,001,282.22,Energy
2024-03-07,001,282.96,Energy
2024-03-08,001,282.76,Energy
2024-03-09,001,280.64,Energy
2024-03-10,001,278.56,Energy
2024-03-11,001,276.73,Energy
2024-03-12,001,279.2,Energy
2024-03-13,001,280.29,Energy
2024-03-14,001,279.48,Energy
2024-03-15,001,279.81,Energy
2024-03-16,001,280.34,Energy
2024-03-17,001,279.46,Energy
2024-03-18,001,278.42,Energy
2024-03-19,001,276.42,Energy
2024-03-20,001,277.85,Energy
2024-03-21,001,277.58,Energy
2024-03-22,001,278.74,Energy
2024-03-23,001,276.49,Energy
2024-03-24,001,277.72,Energy
2024-03-25,001,276.35,Energy
2024-03-26,001,278.62,Energy
2024-03-27,001,279.74,Energy
2024-03-28,001,278.18,Energy
2024-03-29,001,278.72,Energy
2024-03-30,001,278.68,Energy
2024-03-31,001,278.85,Energy
2024-04-01,001,279.5,Energy
2024-04-02,001,279.56,Energy
2024-04-03,001,279.29,Energy
2024-04-04,001,278.62,Energy
2024-04-05,001,277.76,Energy
2024-04-06,001,277.05,Energy
2024-04-07,001,276.72,Energy
2024-04-08,001,277.77,Energy
2024-04-09,001,279.3,Energy
2024-04-10,001,280.84,Energy
2024-04-11,001,280.66,Energy
2024-04-12,001,284.0,Energy
2024-04-13,001,284.55,Energy
2024-04-14,001,286.64,Energy
2024-04-15,001,288.31,Energy
2024-04-16,001,288.87,Energy
2024-04-17,001,293.2,Energy
2024-04-18,001,295.26,Energy
2024-04-19,001,298.04,Energy
2024-04-20,001,298.01,Energy
2024-04-21,001,296.42,Energy
2024-04-22,001,299.77,Energy
2024-04-23,001,299.95,Energy
2024-04-24,001,298.96,Energy
2024-04-25,001,296.45,Energy
2024-04-26,001,298.02,Energy
2024-04-27,001,298.7,Energy
2024-04-28,001,300.74,Energy
2024-04-29,001,300.23,Energy
2024-04-30,001,300.02,Energy
2024-05-01,001,299.52,Energy
2024-05-02,001,298.59,Energy
2024-05-03,001,299.03,Energy
2024-05-04,001,299.92,Energy
2024-05-05,001,298.2,Energy
2024-05-06,001,298.39,Energy
2024-05-07,001,300.34,Energy
2024-05-08,001,302.45,Energy
2024-05-09,001,303.21,Energy
2024-05-10,001,298.17,Energy
2024-05-11,001,300.23,Energy
2024-05-12,001,299.97,Energy
2024-05-13,001,298.15,Energy
2024-05-14,001,300.49,Energy
2023-01-01,002,373.22,Energy
2023-01-02,002,373.45,Energy
2023-01-03,002,373.56,Energy
2023-01-04,002,372.52,Energy
2023-01-05,002,371.25,Energy
2023-01-06,002,372.88,Energy
2023-01-07,002,372.83,Energy
2023-01-08,002,373.32,Energy
2023-01-09,002,374.07,Energy
2023-01-10,002,374.25,Energy
2023-01-11,002,374.39,Energy
2023-01-12,002,372.64,Energy
2023-01-13,002,371.79,Energy
2023-01-14,002,372.3,Energy
2023-01-15,002,372.77,Energy
2023-01-16,002,373.29,Energy
2023-01-17,002,373.38,Energy
2023-01-18,002,373.76,Energy
2023-01-19,002,372.69,Energy
2023-01-20,002,374.46,Energy
2023-01-21,002,373.18,Energy
2023-01-22,002,373.53,Energy
2023-01-23,002,372.94,Energy
2023-01-24,002,373.12,Energy
2023-01-25,002,373.82,Energy
2023-01-26,002,373.1,Energy
2023-01-27,002,372.46,Energy
2023-01-28,002,373.06,Energy
2023-01-29,002,374.4,Energy
2023-01-30,002,373.63,Energy
2023-01-31,002,372.51,Energy
2023-02-01,002,372.46,Energy
2023-02-02,002,370.91,Energy
2023-02-03,002,369.77,Energy
2023-02-04,002,368.22,Energy
2023-02-05,002,369.79,Energy
2023-02-06,002,370.91,Energy
2023-02-07,002,368.62,Energy
2023-02-08,002,368.26,Energy
2023-02-09,002,368.33,Energy
2023-02-10,002,368.51,Energy
2023-02-11,002,368.28,Energy
2023-02-12,002,370.79,Energy
2023-02-13,002,371.24,Energy
2023-02-14,002,371.64,Energy
2023-02-15,002,370.81,Energy
2023-02-16,002,370.28,Energy
2023-02-17,002,370.81,Energy
2023-02-18,002,369.37,Energy
2023-02-19,002,370.22,Energy
2023-02-20,002,370.01,Energy
2023-02-21,002,369.14,Energy
2023-02-22,002,369.48,Energy
2023-02-23,002,368.24,Energy
2023-02-24,002,369.58,Energy
2023-02-25,002,368.41,Energy
2023-02-26,002,367.35,Energy
2023-02-27,002,368.15,Energy
2023-02-28,002,367.27,Energy
2023-03-01,002,368.06,Energy
2023-03-02,002,367.47,Energy
2023-03-03,002,367.21,Energy
2023-03-04,002,367.57,Energy
2023-03-05,002,368.67,Energy
2023-03-06,002,366.93,Energy
2023-03-07,002,367.27,Energy
2023-03-08,002,368.15,Energy
2023-03-09,002,369.32,Energy
2023-03-10,002,367.43,Energy
2023-03-11,002,368.44,Energy
2023-03-12,002,366.15,Energy
2023-03-13,002,365.22,Energy
2023-03-14,002,365.24,Energy
2023-03-15,002,362.4,Energy
2023-03-16,002,363.75,Energy
2023-03-17,002,317.65,Energy
2023-03-18,002,318.62,Energy
2023-03-19,002,318.96,Energy
2023-03-20,002,319.25,Energy
2023-03-21,002,319.41,Energy
2023-03-22,002,318.94,Energy
2023-03-23,002,317.14,Energy
2023-03-24,002,320.13,Energy
2023-03-25,002,319.4,Energy
2023-03-26,002,319.4,Energy
2023-03-27,002,319.88,Energy
2023-03-28,002,319.94,Energy
2023-03-29,002,319.66,Energy
2023-03-30,002,318.63,Energy
2023-03-31,002,317.8,Energy
2023-04-01,002,318.6,Energy
2023-04-02,002,318.85,Energy
2023-04-03,002,319.33,Energy
2023-04-04,002,319.12,Energy
2023-04-05,002,318.44,Energy
2023-04-06,002,319.39,Energy
2023-04-07,002,319.63,Energy
2023-04-08,002,320.15,Energy
2023-04-09,002,319.95,Energy
2023-04-10,002,319.52,Energy
2023-04-11,002,318.01,Energy
2023-04-12,002,318.0,Energy
2023-04-13,002,318.8,Energy
2023-04-14,002,318.38,Energy
2023-04-15,002,318.21,Energy
2023-04-16,002,318.99,Energy
2023-04-17,002,319.05,Energy
2023-04-18,002,319.45,Energy
2023-04-19,002,320.7,Energy
2023-04-20,002,319.97,Energy
2023-04-21,002,320.3,Energy
2023-04-22,002,320.08,Energy
2023-04-23,002,318.82,Energy
2023-04-24,002,319.26,Energy
2023-04-25,002,319.75,Energy
2023-04-26,002,319.7,Energy
2023-04-27,002,319.85,Energy
2023-04-28,002,319.72,Energy
2023-04-29,002,318.31,Energy
2023-04-30,002,318.14,Energy
2023-05-01,002,318.17,Energy
2023-05-02,002,317.29,Energy
2023-05-03,002,317.7,Energy
2023-05-04,002,316.99,Energy
2023-05-05,002,317.65,Energy
2023-05-06,002,317.4,Energy
2023-05-07,002,315.97,Energy
2023-05-08,002,317.33,Energy
2023-05-09,002,318.08,Energy
2023-05-10,002,318.77,Energy
2023-05-11,002,318.84,Energy
2023-05-12,002,318.97,Energy
2023-05-13,002,319.49,Energy
2023-05-14,002,319.7,Energy
2023-05-15,002,320.18,Energy
2023-05-16,002,320.81,Energy
2023-05-17,002,321.01,Energy
2023-05-18,002,320.94,Energy
2023-05-19,002,320.71,Energy
2023-05-20,002,320.02,Energy
2023-05-21,002,321.52,Energy
2023-05-22,002,322.34,Energy
2023-05-23,002,322.34,Energy
2023-05-24,002,322.06,Energy
2023-05-25,002,323.92,Energy
2023-05-26,002,325.08,Energy
2023-05-27,002,325.87,Energy
2023-05-28,002,326.01,Energy
2023-05-29,002,325.57,Energy
2023-05-30,002,326.76,Energy
2023-05-31,002,326.95,Energy
2023-06-01,002,326.35,Energy
2023-06-02,002,324.61,Energy
2023-06-03,002,325.84,Energy
2023-06-04,002,325.61,Energy
2023-06-05,002,325.84,Energy
2023-06-06,002,326.47,Energy
2023-06-07,002,325.77,Energy
2023-06-08,002,324.41,Energy
2023-06-09,002,324.52,Energy
2023-06-10,002,323.33,Energy
2023-06-11,002,322.32,Energy
2023-06-12,002,322.47,Energy
2023-06-13,002,322.06,Energy
2023-06-14,002,323.36,Energy
2023-06-15,002,322.64,Energy
2023-06-16,002,322.67,Energy
2023-06-17,002,322.76,Energy
2023-06-18,002,323.47,Energy
2023-06-19,002,323.93,Energy
2023-06-20,002,326.66,Energy
2023-06-21,002,327.34,Energy
2023-06-22,002,328.89,Energy
2023-06-23,002,328.48,Energy
2023-06-24,002,328.64,Energy
2023-06-25,002,328.52,Energy
2023-06-26,002,328.65,Energy
2023-06-27,002,329.85,Energy
2023-06-28,002,329.46,Energy
2023-06-29,002,329.34,Energy
2023-06-30,002,328.66,Energy
2023-07-01,002,327.89,Energy
2023-07-02,002,328.26,Energy
2023-07-03,002,327.95,Energy
2023-07-04,002,328.18,Energy
2023-07-05,002,328.27,Energy
2023-07-06,002,327.22,Energy
2023-07-07,002,326.87,Energy
2023-07-08,002,327.04,Energy
2023-07-09,002,328.27,Energy
2023-07-10,002,327.31,Energy
2023-07-11,002,327.74,Energy
2023-07-12,002,326.5,Energy
2023-07-13,002,326.03,Energy
2023-07-14,002,325.73,Energy
2023-07-15,002,325.73,Energy
2023-07-16,002,324.43,Energy
2023-07-17,002,325.3,Energy
2023-07-18,002,324.91,Energy
2023-07-19,002,324.39,Energy
2023-07-20,002,478.49,Energy
2023-07-21,002,477.99,Energy
2023-07-22,002,476.83,Energy
2023-07-23,002,478.61,Energy
2023-07-24,002,479.38,Energy
2023-07-25,002,479.62,Energy
2023-07-26,002,481.58,Energy
2023-07-27,002,480.71,Energy
2023-07-28,002,481.09,Energy
2023-07-29,002,481.33,Energy
2023-07-30,002,481.54,Energy
2023-07-31,002,481.57,Energy
2023-08-01,002,483.37,Energy
2023-08-02,002,483.33,Energy
2023-08-03,002,483.69,Energy
2023-08-04,002,485.02,Energy
2023-08-05,002,486.12,Energy
2023-08-06,002,485.17,Energy
2023-08-07,002,484.13,Energy
2023-08-08,002,484.89,Energy
2023-08-09,002,486.96,Energy
2023-08-10,002,486.52,Energy
2023-08-11,002,487.22,Energy
2023-08-12,002,489.04,Energy
2023-08-13,002,489.27,Energy
2023-08-14,002,488.91,Energy
2023-08-15,002,487.52,Energy
2023-08-16,002,485.74,Energy
2023-08-17,002,485.28,Energy
2023-08-18,002,484.45,Energy
2023-08-19,002,484.75,Energy
2023-08-20,002,484.34,Energy
2023-08-21,002,485.25,Energy
2023-08-22,002,484.36,Energy
2023-08-23,002,485.29,Energy
2023-08-24,002,487.2,Energy
2023-08-25,002,485.75,Energy
2023-08-26,002,485.25,Energy
2023-08-27,002,485.34,Energy
2023-08-28,002,484.85,Energy
2023-08-29,002,483.78,Energy
2023-08-30,002,482.25,Energy
2023-08-31,002,480.03,Energy
2023-09-01,002,481.2,Energy
2023-09-02,002,479.66,Energy
2023-09-03,002,480.56,Energy
2023-09-04,002,482.69,Energy
2023-09-05,002,480.61,Energy
2023-09-06,002,480.58,Energy
2023-09-07,002,480.83,Energy
2023-09-08,002,479.34,Energy
2023-09-09,002,480.4,Energy
2023-09-10,002,479.7,Energy
2023-09-11,002,481.17,Energy
2023-09-12,002,482.03,Energy
2023-09-13,002,480.89,Energy
2023-09-14,002,482.49,Energy
2023-09-15,002,482.49,Energy
2023-09-16,002,481.3,Energy
2023-09-17,002,481.66,Energy
2023-09-18,002,482.67,Energy
2023-09-19,002,481.98,Energy
2023-09-20,002,479.79,Energy
2023-09-21,002,481.18,Energy
2023-09-22,002,484.38,Energy
2023-09-23,002,484.02,Energy
2023-09-24,002,485.57,Energy
2023-09-25,002,485.39,Energy
2023-09-26,002,485.21,Energy
2023-09-27,002,484.7,Energy
2023-09-28,002,484.88,Energy
2023-09-29,002,484.26,Energy
2023-09-30,002,483.23,Energy
2023-10-01,002,483.77,Energy
2023-10-02,002,484.09,Energy
2023-10-03,002,487.25,Energy
2023-10-04,002,487.47,Energy
2023-10-05,002,487.6,Energy
2023-10-06,002,487.82,Energy
2023-10-07,002,487.06,Energy
2023-10-08,002,487.33,Energy
2023-10-09,002,485.6,Energy
2023-10-10,002,484.7,Energy
2023-10-11,002,483.0,Energy
2023-10-12,002,480.16,Energy
2023-10-13,002,480.35,Energy
2023-10-14,002,480.57,Energy
2023-10-15,002,478.63,Energy
2023-10-16,002,479.05,Energy
2023-10-17,002,479.67,Energy
2023-10-18,002,478.69,Energy
2023-10-19,002,480.32,Energy
2023-10-20,002,479.75,Energy
2023-10-21,002,477.05,Energy
2023-10-22,002,477.77,Energy
2023-10-23,002,480.18,Energy
2023-10-24,002,481.26,Energy
2023-10-25,002,482.13,Energy
2023-10-26,002,481.74,Energy
2023-10-27,002,481.26,Energy
2023-10-28,002,385.19,Energy
2023-10-29,002,383.66,Energy
2023-10-30,002,383.92,Energy
2023-10-31,002,383.54,Energy
2023-11-01,002,384.45,Energy
2023-11-02,002,384.93,Energy
2023-11-03,002,386.1,Energy
2023-11-04,002,384.92,Energy
2023-11-05,002,387.25,Energy
2023-11-06,002,386.85,Energy
2023-11-07,002,389.25,Energy
2023-11-08,002,388.47,Energy
2023-11-09,002,388.02,Energy
2023-11-10,002,387.06,Energy
2023-11-11,002,388.57,Energy
2023-11-12,002,391.0,Energy
2023-11-13,002,390.87,Energy
2023-11-14,002,389.5,Energy
2023-11-15,002,389.91,Energy
2023-11-16,002,390.57,Energy
2023-11-17,002,392.4,Energy
